url,title,year,mileage,transmission,color,description,volume,engine,acceleration,fuel,price
/car/detail-elfi5nst-samand-lx-ef7-1395,سمند، LX,1395,"310,000 km",دنده ای,سفید / داخل -,سمند ef7مدل95.فقط برای زیبایی چند تا نقطه لیسه گیری شد.شاسی ها پلمپ بدون نقطه.معاوضه با خودرو انجا میشهبدنه تر و تمیز بیمه و لاستیک فول.جلوبندی عقب بندی جعبه فرمان تعمیر کامل.ماشین بدون ایراد.فنی به شرط,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"850,000,000"
/car/detail-sempsgmy-samand-lx-ef7cng-1396,سمند، LX,1396,"198,000 km",دنده ای,سفید / داخل کرم,"گلگیر ۴۰ سانت کاپوت ۳۰ سانت 
شاسی سالم جو و عقب 
لاستیک نونو 
تک برگ",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"880,000,000"
/car/detail-j4xpcxsy-samand-lx-ef7cng-1398,سمند، LX,1398,"185,000 km",دنده ای,سفید / داخل مشکی,مدل ۹۸ ، سفید ، دوگانه کارخانه ، ef7,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"900,000,000"
/car/detail-fvxlaps5-samand-lx-ef7cng-1393,سمند، LX,1393,"230,000 km",دنده ای,سفید / داخل کرم,"درود خودرو فابریک کارمندی تک برگ سند استثنایی
اتاق تهران 
موتور تازه تعمیر شده طبق فاکتور رسمی
بیمه بدنه وثالث دارد
دوگانه شرکت ک از گاز استفاده نشده 
بدنه بدون خط وخش ولیسه کاری وصافکاری",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"1,250,000,000"
/car/detail-plv8fup3-samand-lx-basic-1392,سمند، LX,1392,"220,000 km",دنده ای,سفید / داخل کرم, بدون رنگ بوده تصادف کردم از سمت راننده خورده,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,0
/car/detail-90t4oc5v-samand-lx-ef7cng-1396,سمند، LX,1396,"315,000 km",دنده ای,سفید / داخل یشمی,"سلام ماشین از لحاظ تمیزی حرف نداره تصویر گویای همه چیز هست کاپوت تعویض سینی شاسی جلو ضربه ترافیکی جزئی داره فنی به شرط 
ماشین دارای سوئیچ مخفی 
هدلایت مه شکن 
هدلایت برای نور بالا 
لاستیک ۹۰ درصد 
روکش صندلی و کف پایی ۳ بعدی",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"980,000,000"
/car/detail-xeyqbnjp-samand-lx-basic-1399,سمند، LX,1399,"82,000 km",دنده ای,سفید / داخل کرم,ماشین از اول دست خودم بوده ، بسیار تمیز، کارکرد واقعی،مصرفی ها با وسواس و کیفیت خوب تعویض شده، لاستیک در حد ۸۰درصد ، فنی سالم .,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"1,090,000,000"
/car/detail-we1cl7ka-samand-lx-basic-1398,سمند، LX,1398,"199,000 km",دنده ای,خاکستری / داخل کرم,"سمند lx سالم بی رنگ 
بیمه تا آخر برج ۹
فنی بی نظیر 
معاینه فنی برتر تا آخر برج ۸
نیاز به توضیحات اضافه نداره 
فقط فقط معامله با مصرف کننده به دلال نمی‌فروشم 
فروش = تعویض پلاک (پلاک لازم دارم) 
معاوضه هم میکنم تا حدود ۱۳۵۰
ترجیحا تماس بگیرید بهتره ممکنه پیام نبینم یا دیر جواب بدم 
ممنون ازباما",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"920,000,000"
/car/detail-dowlt4hn-samand-lx-basic-1391,سمند، LX,1391,"250,000 km",دنده ای,سفید / داخل -," دوگانه کارخونه 
ماشین کارمندی 
ماشین درحد ۱۴۰۰
بدون ضربه 
دقیقا یک کف دست گلگیر جلو مالیدگی داشته بدون ضربه 
شاسی‌ها پمپ 
موتور گیربکس بدون خرج 
واشر سرسیلندر نو 
تمام مصرفی‌های از جمله شمع وایر صفحه کلاچ تسمه تایم و پروانه لنت‌ها روغن گیربکس تعویض شده 
جلو بندی کامل نو شده ۱۲ میلیون هزینه کردم بدون سر و صدا کیپ کیپ 
چهار چرخ رینگ فابریک 
همه خرجای ماشین شده کاملا سرحال 
قیمت مناسب گذاشتم برای فروش فوری 
قابل معاوضه با ۲۰۶ تیپ ۵ تمیز
با مشتری واقعی راه میام",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"765,000,000"
/car/detail-ly9kjdqx-samand-lx-basic-1394,سمند، LX,1394,"220,000 km",دنده ای,سفید / داخل کرم,رخ و بدنه در حد صفر بدون کوچکترین خط و خس و مالیدگی و قوری بدون توضیح دوررنگ به دلیل زیبایی شده از قبل چند لکه جزئی رنگ داشت اکسل تازه تعمیر جلوبندی تازه تعمیر شاسی ها سالم فقط یک طرف عقب سمت شاگرد یه فشار جزئی داشته   بیمه تا آخر سال باطری نو استارت تازه سرویس شده ماشین ۲۰۰ میلیون تومان خرج زیبایی و ظاهر و فنی ش کردم,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"625,000,000"
/car/detail-balxoqki-samand-lx-basic-1394,سمند، LX,1394,"50,320 km",دنده ای,سفید / داخل -," بسیار تمیز و کم‌کارکرد.
کیلومتر (واقعی)
بدنه سالم و تمیز
فنی کاملاً سالم
نگهداری شده و آماده استفاده
داخل کابین تمیز
مناسب برای مصرف شخصی، کم‌استهلاک و راحت.
برای اطلاعات بیشتر و هماهنگی بازدید تماس بگیرید.",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"1,100,000,000"
/car/detail-hpgkjube-samand-lx-ef7cng-1396,سمند، LX,1396,"298,000 km",دنده ای,سفید / داخل نقره ای,"ماشین تمیز و سالم
موتوری سالم
مصرفی ها به موقع تعویض شده
از بهترین روغن بازاراستفاده شده",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"840,000,000"
/car/detail-msrw8y3b-samand-lx-basic-1396,سمند، LX,1396,"250,000 km",دنده ای,سفید / داخل کرم,"معاینه تا برج ۱۱
بیمه تا برج ۵
رینگ اسپرت
ضبط ‌ باند-روکش صندلی
سیستم هدرز و سنتر دار
بدون  خوردگی شاسیا سالم",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"920,000,000"
/car/detail-odheqgwa-samand-lx-ef7cng-1391,سمند، LX,1391,"390,000 km",دنده ای,آبی / داخل کرم,"سمند lxدوگانه کارخانهef7.
موتور و گریبکس ماشین با تضمین و به شرط کارشناس فنی .
بدون رنگ اما مقدار افتاب سوختگی دارد که در عکس قابل مشاهده است.
احیای رنگ انجام نشده.
لاستیک جلو ۹۰درصد 
لاستیک عقب ۴۰درصد 
بیمه ۱۰ماه
کپسول گاز ۱۱ کیلویی
گاز برقی 
ماشین اسب زین شده است اماده برای سفر.
معاوضه فقط با ۲۰۷ و یا شاهین G در مدل های ۴۰۱ و ۴۰۲

",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"615,000,000"
/car/detail-td2exrw6-samand-lx-ef7cng-1396,سمند، LX,1396,"182,000 km",دنده ای,خاکستری / داخل کرم, دوگانه کارخانه،کلاس ۱۶، ،کاملا سالم و بی نقص،بیمه تا برج ۱۰،معاینه فنی بنزین و گاز،تست استاتیک انجام شده،لاستیک ۲۰۵ با رینگ آلومینیومی,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"920,000,000"
/car/detail-exez3sdl-samand-lx-ef7-1396,سمند، LX,1396,"180,000 km",دنده ای,سفید / داخل کرم,"ماشین فوق بدون رنگ و بدون ضربه
معاینه فنی ۲۵ برج ۵
۱۶ برج دو بیمه دارد
لاستیک ۸۰درصد زیر پایه سه بعدی و روکش",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"920,000,000"
/car/detail-zx2tsbny-samand-lx-ef7cng-1396,سمند، LX,1396,"400,000 km",دنده ای,زرد / داخل کرم,"سلام 
ماشین فوق تاکسی خطی 
شاسی جلو پلمپ
شاسی عقب ضربه دارد",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"550,000,000"
/car/detail-kdwmctnl-samand-lx-ef7-1397,سمند، LX,1397,"250,000 km",دنده ای,سفید / داخل مشکی,"بیرنگ 
کلاچ برقی هم داره
لاستیک ۴ حلقه خارجی ۸۰ درصد
بدون هزینه 
فنی عالی و پر شتاب به شرط کارشناس از شما
دلال محترم تماس نگیرد خودم مصرف کنندم
تخفیف جزئی پای معامله نه تلفنی
",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"1,050,000,000"
/car/detail-lvmibhfx-samand-lx-ef7cng-1391,سمند، LX,1391,"345,000 km",دنده ای,سفید / داخل مشکی,"مدل 91 دوگانه شرکتی سه لکه رنگ رینگ اسپرت سایز16.لاستیک جلو نو.عقب 70 اتاق سرپا. پرژکتور زنون نور بالا زنون نور پایین حبابی زرد.کف ماشین لامپ گذاشتم جهت زیبایی. 
جلوبندی و پولوس ها تعویض و سرویس شده. دیسک چرخ ها اسپرت سوراخ دار.شیشه دودی.دینام و استارت سرویس شدند.دیسک و صفحه تازه تعویض شده 
فقط ماشین ی شیشه جلو. ترک برده سنگ خورده 
و بتانه های کاپوت افتاده ک از قیمت کم‌کردم
معاوضه هم دارم با ماشین سواری",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"650,000,000"
/car/detail-wbeezz1f-samand-lx-ef7cng-1396,سمند، LX,1396,کارکرده,دنده ای,سفید / داخل کرم,کامل رنگ داخل موتور و صندوق بدون رنگ و صافکاری شاسیها سالم فقط جلو سمت راننده ضربه ضعیف دارد فیس سورن پلاس رینگ صلیبی بیمه یک سال کامل,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"780,000,000"
/car/detail-wfdzwbgm-samand-lx-ef7-1397,سمند، LX,1397,"245,000 km",دنده ای,سفید / داخل کرم,"بیمه تا دی ۴۰۵
تعویض گلگیر سمت راننده به علت یک تصادف جزئی که در تصویر دوم مشهود است، با گلگیر فابریک شرکتی
تمام مصرفی ها به موقع تعویض شده. 
ماشین بدون خرج.سرویسهای انجام شده تا کنون:
تعمیر اساسی موتور شامل تعویض اوایل پمپ و رینگ و پیستون،تعویض رادیاتورها،تعویض ۴عدد بلبرینگ ژامبون های اکسل +تعویض مغزی پمپ بنزین، سرویس گیربوکس و جلوبندی، تعویض دیسک چرخ سورخدار با لنت های سوپرسرامیکی فدرال موتور انگلیسی، تعویض دینام و جک فرمان.لاستیک‌۸۰درصد
معلم هستم . با دلال و بنگاهی معامله ندارم. 
قیمت مقطوع",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"1,000,000,000"
/car/detail-9ob8wcr1-samand-lx-basic-1390,سمند، LX,1390,"280,000 km",دنده ای,سفید / داخل کرم,"XU7 با موتور EF7
کارکرد۲۸۰۰۰۰
بیمه تا پایان اسفند ۱۴۰۵
شاسی سالم و پلمپ
خط و خش در حد معمول
شمع و وایر و لنت ترمز و دیسک و صفحه و باطری نو و رادیاتور نو و فنهای رادیاتور زانتایی و روکش مبل و کفی 
جعبه فرمان تازه سرویس شده",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"620,000,000"
/car/detail-6inzo9fo-samand-lx-basic-1397,سمند، LX,1397,"181,000 km",دنده ای,سفید / داخل کرم,"سمند LX مولتی پلکس 97 همراه با کارت طلایی
فنی سالم و بدون رنگ
بیمه 9 ماه
دارای کارت طلایی بیمه بدنه و حوادث ایران خودرو 
لاستیک 60 الی 70 درصد 
کارکرد 181000",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"880,000,000"
/car/detail-ayk9b0w1-samand-lx-basic-1400,سمند، LX,1400,"52,000 km",دنده ای,سفید / داخل کرم, کم کار واقعی,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"1,400,000,000"
/car/detail-pcj0nx9o-samand-lx-ef7cng-1397,سمند، LX,1397,"340,000 km",دنده ای,سفید / داخل -,سلام ماشین کاملا مصرف خانگی بوده ۷ ساله دست خودمه روکش صندلی نو دارای دزدگیر تصویری تمام تعویضها به موقع انجام شده بازدیدقبل از ظهر تهران و بعد از ظهر کرج لطفا فقط مصرف کننده تماس بگیرد,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"870,000,000"
/car/detail-de2jfxb5-samand-lx-basic-1400,سمند، LX,1400,"150,000 km",دنده ای,سفید / داخل کرم,دزدگیر روکش پاور شیشه بدون رنگ,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"1,080,000,000"
/car/detail-tubqs2fp-samand-lx-ef7cng-1396,سمند، LX,1396,"220,000 km",دنده ای,سفید / داخل -,"مدارک کامل
بدون خرج و تمام مصرفی ها انجام شده
موتوری تعویض ۱۴۰۴ قید در سند بدون مشکل",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"820,000,000"
/car/detail-1xhixzjk-samand-lx-basic-1399,سمند، LX,1399,"1,800 km",دنده ای,سفید / داخل بژ,سمند اخر ۹۹ بیمه تا برج ۹از صفر زیر پای خودم بوده از همه لحاظ اوکی بدون رنگ تایر ها ۷۰ درصدچند نقطهپای رکاب ضربه داره از لحاظ موتوری اوکیه دوماه پیش سرویس کامل موتور انجام دادم به خاطریه مشکل پیش اومده مجبور به فروش شدم,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"1,150,000,000"
/car/detail-nyxaz9yc-samand-lx-ef7cng-1393,سمند، LX,1393,"290,000 km",دنده ای,سفید / داخل کرم,سمند ef7 پایه گاز سوز مدل ۹۳ بوش آلمان سفارش مدیران بیرنگ تخفیف بیمه کامل کلاچ برقی ریمپ شده دارای gps دیسک و صفحه تازه تعویض زانتیایی موتورآچار نخورده پلمپ مولتیپلکس اتاق بیصدا خودرو خانگی فروش فقط به مصرف کننده کلیه لوازم مصرفی زودتر از موعد مقرر تعویض شده خودرو کاملا سرپا,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"910,000,000"
/car/detail-auatvqlh-samand-lx-basic-1399,سمند، LX,1399,"69,000 km",دنده ای,سفید / داخل -,بسیار کم کارکرد واقعی تمام سرویس ها به موقع انجام شده خط و خش دارد,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,0
/car/detail-czuyhp3n-samand-lx-basic-1400,سمند، LX,1400,کارکرده,دنده ای,سفید / داخل سفید,"فروش فوری
نامه کارشناسی دارد
کارکرد 86.500
بدون رنگ شاسی ها سالم",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"990,000,000"
/car/detail-mjtxsuyi-samand-lx-ef7-1396,سمند، LX,1396,"298,000 km",دنده ای,دلفینی / داخل کرم,فنی و بدنه کاملاً سالم ، یک لکه رنگ روی گلگیر عقب سمت راننده و درب سمت شاگرد ،بیمه و معاینه فنی ۹ ماه,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"950,000,000"
/car/detail-pnubg4de-samand-lx-ef7cng-1401,سمند، LX,1401,"190,000 km",دنده ای,زرد / داخل -,,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"1,200,000,000"
/car/detail-can09okp-samand-lx-ef7-1393,سمند، LX,1393,"360,000 km",دنده ای,سفید / داخل قهوه ای,"سمند ef7 سفید
موتور کامل تعمیر شده - رینگ و پیستون نو سر سیلندر نو
دیسک و صفحه نو ( ۱۰۰۰ تا نرفتم باهاش هنوز)
مانیتور اندروید با اندروید کار پلی
باند سونی
دوربین و سنسور دنده عقب
دوربین ثبت وقایع
روکش چرم و جیر
رینگ ۵ پر
لاستیک جلو نو لاستیک عقب ۸۰ درصد سایز ۲۰۵ پهن
ماشین پر شتاب و عالی 
سرویس ها تازه انجام شده
این ماشین یک ریال هزینه فنی نداره فقط سوار شو برای دوره بعدی هزینه تعویض روغن بده
۱۰ ماه بیمه با سقف پوشش بالا
برگه کارشناسی موجوده نتونستم اینجا اپلود کنم تقدیم میشه
تخفیف ویژه به خریدار واقعی
معاوضه با تارا v1P",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"780,000,000"
/car/detail-9nxmklpc-samand-lx-ef7-1393,سمند، LX,1393,"190,000 km",دنده ای,بادمجانی / داخل خاکستری,,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"760,000,000"
/car/detail-pa0jd9y2-samand-lx-ef7-1393,سمند، LX,1393,"165,000 km",دنده ای,خاکستری / داخل بژ,"موتور و گیربکس پلمپ
بسیار سالم و بدون کوچکترین ایراد فنی
بدون آفتاب سوختگی
کیلومتر واقعی و بدون دستکاری
رنگ بدنه خاکستری متال
به شرط کارشناس شما
مالک هستم و فقط به مصرف کننده فروخته می‌شود",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"850,000,000"
/car/detail-s74pl59d-samand-lx-ef7cng-1396,سمند، LX,1396,"500,000 km",دنده ای,زرد / داخل خاکستری,"تعمیرات اساسی موتور و دینام به تازگی انجام شده 
دوگانه سوز شرکتی 
ماهیانه ۲۵۰ لیتر بنزین 
۱۵۰۰ لیتر بنزین ذخیره در کارت موجود میباشد 
لاستیک ۸۰ درصد 
بیمه یکسال
فروش به علت تغییر شغل .",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"620,000,000"
/car/detail-nv9wjxrg-samand-lx-ef7cng-1397,سمند، LX,1397,"140,000 km",دنده ای,سفید / داخل قهوه ای,"موتور ef7
کلاس ۱۶ منبع بزرگ
موتوری سالم
خط و خش جزیی
گلگیر سمت شاگرد و کاپوت تعویض مابقی بدون رنگ
سرشاسی راست خوردگی جزیی
برگه کارشناسی داخل تصاویر هست
معاینه کامل کپسول تا چند سال آینده داره 
مناسب مصرف کننده",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"850,000,000"
/car/detail-9ekphxwp-samand-lx-basic-1396,سمند، LX,1396,"106,000 km",دنده ای,سفید / داخل نقره ای,"سمند مولتی پلکس
صندلی و صندولی عقب برقی
لاستیک ۷۰درصد
موارد زیر با لازگی تعویض شده است:
روغن موتور،تسمه تایم و دینام،واشرسر سیلندر،لنت ترمز،اکسل،کمک سمت چپ،زیر کمک،بوش لبه دار،بوش جناقی،سیم کلاچ،صفحه کلاچ
شیشه ۸۰درصد دودی امریکایی 
بیمه یک ماه
ماشین کارمندی بوده از ۵۶کیلومتر دسمت هست 
با سلیقه استفاده شده وظاهر ماشین گواهر همچی هست
با یه پلیش جزئی نو دیده میشه
فنی سالم به شرط",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"875,000,000"
/car/detail-datcmfts-samand-lx-basic-1397,سمند، LX,1397,"200,000 km",دنده ای,سفید / داخل کرم,"ماشین بدون مشکل مصرفی ها عوض شده از صفر هم دست خودمه تخفیف جزئی پای معامله 
بیمه تا برج ۸ 
لاستیک نو 
فنی سالم بدون مشکل 
کولر یخ 
ماشین کاملا خونگی بدون یذره خرج",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"870,000,000"
/car/detail-v0lfmgzj-samand-lx-ef7-1393,سمند، LX,1393,"250,000 km",دنده ای,سفید / داخل قهوه ای,سمند ۹۳ ef7 سالم .شاسی ها سالم .سه چهارتیکه رنگ دارد.بیمه تا برج ۶ فنی سالم.با سهند یا ساینا صفر یا مدل بالا هم معاوضه میشود.,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"677,000,000"
/car/detail-1qcrfyb4-samand-lx-ef7cng-1390,سمند، LX,1390,"365,000 km",دنده ای,سفید / داخل نارنجی,"سمند ای اف سون مدل ۹۰ دوگانه شرکتی
ماشین کاملا سالم و به شرط،سرویس های دوره ای و موارد مصرفی به موقه و با حساسیت انجام شده
چند قسمت رنگ شدگی دارد،شاسی و سقف و ستون سالم
دیسک و صفحه و لنت ها عقب و جلو تازه تعویض شده _جلو بندی به تازگی سرویس کامل شده _چند روز پیش تاریخ کپسولش منقصی شده بود،۲۳ میلیون هزینه کردم کپسول عوض کردم
دارای ضبط بلوتوث دار پایونیر_رینگ اسپرت 
بیمه شخص ثالث ۳ ماه
معاینه فنی ۱۲ ماه",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"650,000,000"
/car/detail-xorvb1cm-samand-lx-ef7-1392,سمند، LX,1392,"133,000 km",دنده ای,سفید / داخل نقره ای,"سلام
کم کارکرده و کارمندی
تمیز",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"710,000,000"
/car/detail-z3lv7ixv-samand-lx-ef7-1399,سمند، LX,1399,"85,000 km",دنده ای,مشکی / داخل کرم,"بیمه تا برج۷
سرویس روغن به تازگی انجام شده
جلوبندی تازه تعمیر
موتور سرحال
بدنه بی خط و خش دارد.",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"999,000,000"
/car/detail-a6cbxjp2-samand-lx-ef7cng-1399,سمند، LX,1399,"175,000 km",دنده ای,سفید / داخل نقره ای,"قابل معاوضه با دنا پلاس اتومات یا شش دنده مدل بالاتر 
فوق العاده تمیز 
رینگ اسپورت 
لاستیک و باتری و لنت های ترمز و ...همه تازه عوض شده",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"1,100,000,000"
/car/detail-gqtvoxxq-samand-lx-ef7-1397,سمند، LX,1397,"129,000 km",دنده ای,سفید / داخل -,از ابتدا دست خودم بوده,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"860,000,000"
